merchant_id,churn_probability,churn_risk_level,inactive_days,revenue_decline_pct,reorder_drop_pct,support_tickets_open,churn_driver,retention_recommendation
M0214,0.1522,LOW,11,14.72,9.92,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0215,0.2273,LOW,20,20.67,20.8,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0216,0.0277,LOW,14,13.23,2.48,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0217,0.4196,MEDIUM,44,35.27,31.01,10,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0218,0.3334,MEDIUM,35,33.62,21.4,6,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0219,0.1713,LOW,16,11.47,9.98,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0220,0.3768,MEDIUM,40,32.87,34.85,9,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0221,0.0226,LOW,21,6.34,4.62,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0222,0.1395,LOW,13,10.95,8.33,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0223,0.1843,LOW,20,19.3,19.03,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0224,0.6568,HIGH,83,63.95,40.48,16,Competitor Price Undercutting,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0225,0.4626,MEDIUM,50,46.9,30.21,9,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0226,0.1184,LOW,15,10.67,16.99,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0227,0.0754,LOW,21,5.11,4.53,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0228,0.3189,MEDIUM,32,31.05,19.76,7,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0229,0.0306,LOW,15,8.09,9.2,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0230,0.205,LOW,21,15.45,12.63,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0231,0.3193,MEDIUM,43,33.25,29.76,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0232,0.3949,MEDIUM,45,40.71,32.82,8,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0233,0.1555,LOW,15,15.79,10.8,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0234,0.4335,MEDIUM,38,35.13,30.29,6,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0235,0.1363,LOW,20,7.84,10.51,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0236,0.5103,MEDIUM,53,49.46,41.21,10,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0237,0.1927,LOW,27,16.23,20.78,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0238,0.4265,MEDIUM,42,39.57,37.92,7,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0239,0.4777,MEDIUM,50,42.56,38.08,9,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0240,0.566,MEDIUM,66,52.94,37.36,14,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0241,0.2599,MEDIUM,33,30.91,25.25,7,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0242,0.6391,HIGH,77,60.82,46.93,14,Payment Gateway Failures & Bank Latency,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0243,0.317,MEDIUM,40,29.71,21.79,7,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0244,0.4355,MEDIUM,40,37.25,27.67,8,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0245,0.0883,LOW,14,9.27,3.44,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0246,0.1977,LOW,20,18.64,13.09,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0247,0.6732,HIGH,73,60.74,43.58,14,Payment Gateway Failures & Bank Latency,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0248,0.3356,MEDIUM,44,35.29,32.42,6,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0249,0.2413,LOW,17,20.03,13.08,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0250,0.2034,LOW,17,11.22,17.39,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0251,0.209,LOW,17,10.46,14.03,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0252,0.0674,LOW,21,11.54,10.14,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0253,0.1485,LOW,15,6.97,14.93,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0254,0.4862,MEDIUM,57,43.44,38.0,11,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0255,0.054,LOW,18,12.74,12.01,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0256,0.1813,LOW,20,18.81,18.62,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0257,0.2692,MEDIUM,27,26.83,26.18,6,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0258,0.2444,LOW,39,28.6,20.4,7,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0259,0.0866,LOW,8,6.44,2.53,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0260,0.3325,MEDIUM,35,32.28,26.11,8,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0261,0.2486,LOW,40,28.21,25.13,7,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0262,0.1614,LOW,13,17.53,9.48,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0263,0.2496,LOW,20,24.17,24.58,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0264,0.6508,HIGH,80,56.97,45.57,14,Competitor Price Undercutting,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0265,0.1521,LOW,15,12.56,11.84,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0266,0.0486,LOW,15,8.92,9.38,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0267,0.156,LOW,19,18.99,19.2,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0268,0.2147,LOW,17,17.53,23.16,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0269,0.3646,MEDIUM,40,29.12,30.42,6,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0270,0.1225,LOW,19,15.12,7.43,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0271,0.6221,HIGH,70,50.59,41.42,12,Checkout Funnel Friction,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0272,0.1078,LOW,8,12.24,4.96,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0273,0.3635,MEDIUM,39,31.96,27.49,9,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0274,0.1819,LOW,21,9.13,12.21,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0275,0.2989,MEDIUM,33,25.71,26.72,5,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0276,0.4081,MEDIUM,36,41.41,36.02,8,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0277,0.0741,LOW,21,14.55,15.75,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0278,0.3606,MEDIUM,41,34.22,27.01,7,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0279,0.0418,LOW,10,10.41,5.28,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0280,0.1677,LOW,14,15.11,22.02,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0281,0.6154,HIGH,54,50.39,43.66,13,Product Catalog Fatigue,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0282,0.1957,LOW,23,20.73,16.21,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0283,0.2858,MEDIUM,20,21.91,25.33,6,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0284,0.185,LOW,15,20.17,20.68,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0285,0.1201,LOW,14,16.21,6.46,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0286,0.6146,HIGH,60,59.04,44.52,12,Payment Gateway Failures & Bank Latency,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0287,0.1695,LOW,22,24.01,17.58,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0288,0.1158,LOW,24,15.13,10.3,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0289,0.6987,HIGH,69,60.65,46.92,16,Product Catalog Fatigue,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0290,0.1568,LOW,17,15.73,15.89,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0291,0.1062,LOW,18,15.08,16.31,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0292,0.307,MEDIUM,36,31.83,28.33,8,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0293,0.2878,MEDIUM,39,26.64,18.35,6,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0294,0.3975,MEDIUM,37,39.13,30.45,7,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0295,0.2109,LOW,14,20.56,14.23,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0296,0.104,LOW,20,12.75,8.76,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0297,0.5606,MEDIUM,60,55.58,46.07,10,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0298,0.3428,MEDIUM,40,29.55,24.21,9,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0299,0.5126,MEDIUM,50,51.74,40.81,11,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0300,0.2701,MEDIUM,27,18.57,17.36,5,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0301,0.1685,LOW,17,19.66,15.49,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0302,0.3459,MEDIUM,41,32.35,29.44,7,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0303,0.4273,MEDIUM,38,36.95,26.57,9,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0304,0.3267,MEDIUM,41,29.58,25.23,5,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0305,0.0951,LOW,21,10.97,9.09,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0306,0.261,MEDIUM,34,23.93,21.61,6,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0307,0.1187,LOW,15,21.26,19.41,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0308,0.4037,MEDIUM,37,38.96,29.75,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0309,0.0983,LOW,8,1.98,5.4,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0310,0.0536,LOW,16,6.15,3.45,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0311,0.4221,MEDIUM,45,41.38,27.57,10,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0312,0.2566,MEDIUM,38,30.26,22.09,8,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0313,0.1024,LOW,10,6.31,6.48,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0314,0.139,LOW,18,9.27,10.49,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0315,0.525,MEDIUM,55,46.82,34.51,13,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0316,0.3526,MEDIUM,38,35.95,23.26,6,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0317,0.086,LOW,25,8.48,12.87,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0318,0.0373,LOW,13,9.05,8.7,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0319,0.2782,MEDIUM,39,28.0,18.29,6,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0320,0.1135,LOW,21,16.16,12.85,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0321,0.0737,LOW,11,9.39,6.95,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0322,0.0947,LOW,13,9.8,10.06,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0323,0.2244,LOW,13,13.11,20.69,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0324,0.0276,LOW,20,10.93,6.55,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0325,0.1634,LOW,14,13.53,13.2,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0326,0.02,LOW,19,7.72,7.62,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0327,0.4161,MEDIUM,42,37.32,29.17,8,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0328,0.172,LOW,24,23.55,16.53,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0329,0.1653,LOW,18,15.7,19.94,7,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0330,0.2306,LOW,26,27.85,23.13,8,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0331,0.2545,MEDIUM,21,14.08,18.75,5,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0332,0.0475,LOW,14,9.76,4.15,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0333,0.2287,LOW,43,28.2,17.1,9,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0334,0.0604,LOW,16,10.13,5.73,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0335,0.3882,MEDIUM,38,39.4,32.66,9,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0336,0.1145,LOW,21,10.32,12.09,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0337,0.059,LOW,14,1.97,1.55,1,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0338,0.0767,LOW,15,8.2,13.27,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0339,0.1337,LOW,12,8.33,17.58,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0340,0.2397,LOW,21,16.03,13.53,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0341,0.3099,MEDIUM,35,22.64,26.74,6,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0342,0.1357,LOW,17,8.93,16.09,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0343,0.3839,MEDIUM,29,32.1,30.9,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0344,0.6637,HIGH,75,61.28,43.21,15,Product Catalog Fatigue,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0345,0.3853,MEDIUM,31,33.5,29.16,8,Seasonal Demand Drop,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0346,0.0528,LOW,12,8.47,6.86,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0347,0.3858,MEDIUM,47,41.08,32.21,10,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0348,0.2073,LOW,21,15.32,23.38,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0349,0.3716,MEDIUM,43,33.67,36.16,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0350,0.4819,MEDIUM,60,46.44,32.44,11,Competitor Price Undercutting,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0351,0.0961,LOW,14,5.77,12.1,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0352,0.1831,LOW,22,16.82,16.34,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0353,0.1238,LOW,15,14.49,15.08,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0354,0.0405,LOW,8,5.82,3.47,1,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0355,0.2341,LOW,37,26.4,17.81,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0356,0.0928,LOW,22,9.65,10.9,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0357,0.299,MEDIUM,35,26.5,24.37,8,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0358,0.1949,LOW,13,11.24,16.92,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0359,0.0644,LOW,12,12.54,5.58,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0360,0.181,LOW,23,15.85,16.16,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0361,0.1588,LOW,18,16.59,8.43,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0362,0.5257,MEDIUM,65,49.41,33.82,13,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0363,0.1965,LOW,11,13.69,13.22,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0364,0.2327,LOW,15,24.13,23.77,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0365,0.4357,MEDIUM,47,42.69,38.65,9,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0366,0.2129,LOW,14,20.21,23.24,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0367,0.224,LOW,27,22.66,22.76,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0368,0.1862,LOW,18,22.43,17.51,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0369,0.4512,MEDIUM,35,41.62,30.23,9,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0370,0.0431,LOW,10,8.04,7.71,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0371,0.1992,LOW,14,18.2,20.49,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0372,0.4403,MEDIUM,50,43.42,32.85,11,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0373,0.02,LOW,16,4.31,3.36,1,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0374,0.5281,MEDIUM,66,48.01,39.39,11,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0375,0.156,LOW,13,8.84,13.91,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0376,0.6614,HIGH,80,55.46,39.23,14,Payment Gateway Failures & Bank Latency,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0377,0.0617,LOW,10,5.84,6.97,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0378,0.1556,LOW,22,11.99,6.59,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0379,0.3658,MEDIUM,38,34.94,22.72,6,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0380,0.0823,LOW,19,7.49,5.86,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0381,0.2232,LOW,20,19.35,18.88,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0382,0.0845,LOW,23,7.23,9.97,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0383,0.651,HIGH,76,60.35,42.05,15,Lack of Re-engagement Campaigns,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0384,0.0995,LOW,17,18.48,16.29,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0385,0.1957,LOW,24,18.93,16.74,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0386,0.02,LOW,7,0.51,7.75,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0387,0.0265,LOW,18,11.05,0.23,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0388,0.3018,MEDIUM,39,27.14,19.92,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0389,0.6987,HIGH,77,56.65,44.34,16,Competitor Price Undercutting,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0390,0.2183,LOW,27,17.36,22.28,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0391,0.0515,LOW,12,6.61,1.73,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0392,0.0963,LOW,17,13.86,14.61,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0393,0.2475,LOW,27,24.88,20.19,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0394,0.2148,LOW,27,21.59,15.09,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0395,0.2023,LOW,24,20.28,20.21,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0396,0.0894,LOW,20,12.91,5.83,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0397,0.5291,MEDIUM,55,41.38,35.2,12,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0398,0.1165,LOW,20,12.06,12.89,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0399,0.3548,MEDIUM,37,28.03,25.85,5,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0400,0.3142,MEDIUM,30,25.28,25.47,8,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0401,0.0818,LOW,25,9.81,11.54,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0402,0.1223,LOW,24,14.2,11.2,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0403,0.583,MEDIUM,67,57.0,36.93,12,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0404,0.2452,LOW,39,24.77,20.64,9,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0405,0.2165,LOW,23,13.06,16.53,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0406,0.274,MEDIUM,28,30.01,17.58,8,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0407,0.3234,MEDIUM,33,31.62,30.35,8,Product Catalog Fatigue,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0408,0.181,LOW,14,16.0,15.68,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0409,0.3071,MEDIUM,39,35.05,21.69,8,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0410,0.1363,LOW,15,11.75,11.21,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0411,0.2709,MEDIUM,38,28.53,28.67,7,Elevated Return/Refund Volume,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0412,0.4487,MEDIUM,47,41.53,28.52,10,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0413,0.5929,MEDIUM,58,51.96,40.35,11,Lack of Re-engagement Campaigns,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0414,0.0758,LOW,7,8.93,3.41,2,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0415,0.1279,LOW,10,6.31,15.25,4,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0416,0.0986,LOW,23,17.87,16.69,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0417,0.068,LOW,9,3.82,6.81,3,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0418,0.2386,LOW,22,26.67,21.07,6,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0419,0.1958,LOW,16,16.45,13.22,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0420,0.2416,LOW,30,23.33,28.01,7,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0421,0.6063,HIGH,81,59.14,36.97,14,Checkout Funnel Friction,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0422,0.3259,MEDIUM,36,23.23,23.4,7,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0423,0.3495,MEDIUM,44,31.23,20.48,7,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0424,0.0323,LOW,11,3.68,7.48,5,Normal Healthy Velocity,Maintain current customer loyalty programs and test VIP tiers.
M0425,0.6678,HIGH,72,56.05,47.0,16,Payment Gateway Failures & Bank Latency,"Deploy urgent automated checkout retry logic, instant WhatsApp refund notifications, and 15% win-back incentives."
M0426,0.4686,MEDIUM,50,43.76,30.16,9,Payment Gateway Failures & Bank Latency,Enable dynamic gateway routing and launch personalized re-engagement sequence.
M0427,0.2869,MEDIUM,30,31.78,26.74,6,Checkout Funnel Friction,Enable dynamic gateway routing and launch personalized re-engagement sequence.
